"證券代號","證券名稱","成交股數","成交筆數","成交金額","開盤價","最高價","最低價","收盤價","漲跌(+/-)","漲跌價差","最後揭示買價","最後揭示買量","最後揭示賣價","最後揭示賣量","本益比",
"068631","光寶科凱基75購01","4,000","2","3,240","0.80","0.82","0.80","0.82"," ","0.00","0.82","30","0.83","30","40.60",
"068632","旺宏凱基75購03","0","0","0","--","--","--","--"," ","0.00","0.24","30","0.34","30","43.60",
"068633","旺宏凱基75購05","0","0","0","--","--","--","--"," ","0.00","0.18","30","0.28","30","43.60",
"068634","億光凱基75購01","0","0","0","--","--","--","--"," ","0.00","0.28","30","0.29","30","45.25",
"068635","晶電凱基75購08","30,000","14","7,920","0.28","0.28","0.25","0.26","X","0.00","0.30","30","0.40","30","45.75",
"068636","晶電凱基75購09","25,000","11","8,790","0.36","0.36","0.34","0.34","-","0.07","0.40","30","0.47","20","45.75",
"068637","晶電凱基75購11","45,000","15","9,030","0.21","0.21","0.19","0.19","X","0.00","0.23","30","0.33","30","45.75",
"068638","京元電凱基75購01","1,165,000","35","1,115,270","0.93","1.12","0.90","1.12","+","0.15","1.08","30","1.09","30","30.95",
"068639","長榮凱基75購02","3,155,000","66","3,189,740","0.86","1.50","0.85","1.50","+","0.73","1.24","42","1.73","10","17.95",
"068640","智原凱基75購01","1,512,000","47","1,963,440","1.45","1.45","1.22","1.42","-","0.11","1.41","30","1.42","30","57.30",
"068641","京鼎凱基75購01","120,000","7","190,400","1.60","1.60","1.52","1.52"," ","0.00","1.50","30","1.52","30","207.00",
"068642","T50反1日盛76購01","0","0","0","--","--","--","--"," ","0.00","1.18","499","1.19","499","13.13",
"068643","友達日盛75購02","170,000","4","120,700","0.71","0.71","0.71","0.71","-","0.03","0.70","499","0.71","300","12.35",
"068644","晶電日盛76購01","0","0","0","--","--","--","--"," ","0.00","0.22","499","0.25","10","45.75",
"068645","可成日盛75購01","211,000","3","209,530","0.97","1.01","0.97","1.01"," ","0.00","0.96","499","0.98","200","330.00",
"068646","台苯國票75購01","618,000","32","745,000","1.28","1.28","1.17","1.20","-","0.02","1.18","25","1.19","10","22.65",
"068647","國喬國票75購01","3,000","2","8,470","2.85","2.85","2.77","2.77","-","0.71","2.53","25","2.54","10","30.80",
"068648","東陽國票75購01","48,000","2","30,720","0.64","0.64","0.64","0.64","+","0.03","0.62","25","0.63","10","58.10",
"068649","華邦電國票75購03","21,000","2","4,830","0.23","0.23","0.23","0.23","-","0.01","0.25","25","0.26","40","23.85",
"068650","順德國票75購01","0","0","0","--","--","--","--"," ","0.00","0.58","25","0.59","10","86.00",
"068651","長榮國票75購01","1,149,000","35","1,067,420","0.78","1.15","0.78","1.15","+","0.38","1.15","9","--","0","17.95",
"068652","日友國票75購01","4,000","1","7,160","1.79","1.79","1.79","1.79","X","0.00","1.79","25","1.80","10","255.00",
"068653","臺股指國票75購02","162,000","6","87,640","0.51","0.55","0.51","0.54","+","0.09","0.56","25","0.57","10","0.00",
"068654","滬深2X統一77購01","899,000","12","1,058,160","1.08","1.31","1.08","1.31","+","0.21","1.31","40","1.33","10","19.69",
"068655","旺宏統一76購01","451,000","6","1,175,020","2.65","2.65","2.49","2.49","-","0.64","2.45","10","2.48","10","43.60",
"068656","旺宏統一77購01","0","0","0","--","--","--","--"," ","0.00","0.30","108","0.31","10","43.60",
"068657","鴻準統一75購02","0","0","0","--","--","--","--"," ","0.00","0.24","20","0.25","10","85.00",
"068658","南亞科統一75購02","572,000","2","200,040","0.34","0.36","0.34","0.36","X","0.00","0.35","20","0.36","10","78.00",
"068659","晶電統一75購04","51,000","2","5,610","0.11","0.11","0.11","0.11","-","0.04","0.13","10","0.15","10","45.75",
"068660","億光康和75購01","0","0","0","--","--","--","--"," ","0.00","0.30","10","0.31","10","45.25",
"068661","TPK康和75購02","0","0","0","--","--","--","--"," ","0.00","0.40","10","0.41","10","83.70",
"068662","台積電元富75購03","10,000","1","4,800","0.48","0.48","0.48","0.48","X","0.00","0.47","25","0.48","25","232.50",
"068663","晶電元富75購06","0","0","0","--","--","--","--"," ","0.00","0.24","25","0.25","25","45.75",
"068664","聯發科元富75購04","0","0","0","--","--","--","--"," ","0.00","0.31","25","0.32","25","291.50",
"068665","欣興元富77購01","91,000","9","48,710","0.51","0.55","0.51","0.55","+","0.08","0.55","25","0.56","25","16.80",
"068666","京鼎元富75購01","362,000","9","230,050","0.64","0.68","0.61","0.62","-","0.04","0.61","25","0.62","25","207.00",
"068667","晶電玉山76購01","3,000","3","480","0.15","0.18","0.15","0.18","-","0.02","0.17","10","0.24","60","0.00",
"068668","可成玉山78購01","0","0","0","--","--","--","--"," ","0.00","0.97","50","1.00","50","0.00",
"068669","東聯國泰75購01","326,000","13","711,790","2.17","2.24","2.14","2.24","+","0.03","2.02","270","2.06","30","31.50",
"068670","華通國泰79購01","307,000","12","260,770","0.74","0.89","0.74","0.87","+","0.11","0.87","470","0.89","60","40.00",
"068671","聯德國泰75購01","100,000","1","23,000","0.23","0.23","0.23","0.23","+","0.02","0.23","100","0.24","10","140.00",
"068672","晶電富邦77購01","0","0","0","--","--","--","--"," ","0.00","0.43","10","0.44","10","45.75",
"068673","聯鈞兆豐75購01","190,000","16","194,140","0.98","1.09","0.95","1.07","+","0.11","1.08","10","1.11","10","133.00",
"068674","敦泰兆豐76購02","387,000","9","259,290","0.67","0.67","0.67","0.67","+","0.01","0.66","10","0.67","10","31.25",
"068675","義隆國票75購01","10,000","1","5,700","0.57","0.57","0.57","0.57","-","0.03","0.52","25","0.53","35","45.25",
"068676","中租國票75購01","248,000","6","182,070","0.68","0.77","0.68","0.77","+","0.09","0.77","20","0.78","10","87.60",
"068677","GIS國票75購01","0","0","0","--","--","--","--"," ","0.00","0.19","25","0.20","35","198.50",
"068678","儒鴻群益75購02","879,000","13","862,580","0.94","1.02","0.92","0.92"," ","0.00","0.92","25","0.93","10","297.00",
"068679","上銀群益76購05","12,000","3","11,980","1.00","1.00","0.98","1.00","-","0.04","0.99","25","1.00","9","320.00",
"068680","華通群益75購03","45,000","2","19,950","0.40","0.53","0.40","0.53","+","0.11","0.52","25","0.53","10","40.00",
"068681","友達群益75購02","195,000","2","111,150","0.57","0.57","0.57","0.57","-","0.04","0.56","25","0.57","10","12.35",
"068682","群創群益75購01","220,000","3","166,200","0.75","0.76","0.75","0.76","+","0.02","0.76","25","0.77","10","12.45",
"068683","華通凱基75購01","1,748,000","38","1,009,730","0.51","0.63","0.50","0.61","+","0.10","0.60","30","0.61","25","40.00",
"068684","華通凱基75購02","31,000","3","11,980","0.38","0.39","0.38","0.38","+","0.07","0.39","30","0.40","30","40.00",
"068685","華通凱基76購01","2,000","1","840","0.42","0.42","0.42","0.42","X","0.00","0.41","30","0.42","30","40.00",
"068686","晶電凱基75購12","0","0","0","--","--","--","--"," ","0.00","0.15","30","0.25","30","45.75",
"068687","晶電凱基75購13","0","0","0","--","--","--","--"," ","0.00","0.13","30","0.23","30","45.75",
"068688","晶電凱基75購14","62,000","16","9,600","0.16","0.16","0.15","0.15","-","0.03","0.17","30","0.24","200","45.75",
"068689","可成凱基75購10","560,000","4","933,200","1.64","1.71","1.64","1.67","-","0.08","1.65","30","1.68","30","330.00",
"068690","長榮凱基75購03","3,253,000","62","3,576,730","0.91","1.39","0.91","1.36","+","0.57","1.37","20","2.00","5","17.95",
"068691","欣興凱基75購01","25,000","3","7,740","0.30","0.31","0.30","0.31","+","0.01","0.34","30","0.35","30","16.80",
"068692","GIS凱基75購01","453,000","9","288,290","0.59","0.64","0.59","0.61","-","0.02","0.61","30","0.62","30","198.50",
"068693","晶電日盛75購02","232,000","5","110,380","0.48","0.54","0.46","0.54","+","0.01","0.53","599","0.54","200","45.75",
"068694","欣興日盛75購01","462,000","9","159,740","0.31","0.36","0.30","0.36","+","0.07","0.35","25","0.36","25","16.80",
"068695","嘉澤日盛75購01","599,000","21","877,210","1.47","1.50","1.38","1.41","-","0.12","1.41","495","1.42","200","199.50",
"068696","上証2X元大75購05","1,397,000","37","1,376,980","0.89","1.04","0.89","1.04","+","0.17","1.04","100","1.05","100","51.85",
"068697","儒鴻元大75購03","226,000","5","201,540","0.91","0.92","0.83","0.83","+","0.01","0.81","120","0.85","100","297.00",
"068698","國巨元大75購02","121,000","13","324,180","2.74","2.76","2.62","2.76","-","0.03","2.84","100","2.89","50","354.00",
"068699","光磊元大75購03","37,000","6","31,870","0.87","0.88","0.85","0.86","-","0.04","0.86","100","0.87","10","21.30",
"068700","智邦元大75購03","471,000","16","799,320","1.55","1.86","1.52","1.83","+","0.21","1.86","100","1.90","100","111.50",
"068701","潤泰全元大76購01","968,000","22","743,140","0.78","0.78","0.75","0.76","-","0.01","0.76","100","0.77","100","50.50",
"068702","聯詠元大75購01","260,000","5","232,000","0.88","0.90","0.88","0.90","+","0.06","0.88","100","0.90","90","115.00",
"068703","聯德元大75購01","661,000","8","156,330","0.24","0.25","0.22","0.23"," ","0.00","0.22","100","0.23","100","140.00",
"068704","臻鼎元大75購01","31,000","2","9,920","0.32","0.32","0.32","0.32","X","0.00","0.32","100","0.33","100","66.30",
"068705","中租元大75購01","454,000","15","552,170","1.16","1.30","1.14","1.30","+","0.14","1.25","100","1.26","100","87.60",
"068706","彩晶元大75購01","199,000","3","141,430","0.71","0.73","0.71","0.71","X","0.00","0.70","100","0.71","100","10.05",
"068707","亞翔元大76購01","100,000","13","58,240","0.59","0.59","0.58","0.59","-","0.01","0.59","100","0.60","100","34.20",
"068708","樺漢元大75購02","22,000","1","18,480","0.84","0.84","0.84","0.84","-","0.09","0.85","120","0.86","100","444.00",
"068709","滬深2X統一75購02","0","0","0","--","--","--","--"," ","0.00","0.69","20","0.70","10","19.69",
"068710","台積電統一75購09","264,000","2","129,960","0.49","0.50","0.49","0.50","+","0.04","0.49","20","0.50","10","232.50",
"068711","晶電統一75購05","0","0","0","--","--","--","--"," ","0.00","0.14","108","0.15","109","45.75",
"068712","緯創統一75購01","126,000","3","40,020","0.32","0.32","0.30","0.30","-","0.01","0.28","108","0.29","108","23.80",
"068713","GIS統一75購02","354,000","5","119,160","0.31","0.34","0.31","0.34","+","0.01","0.32","10","0.33","10","198.50",
"068714","T50反1元富75購01","0","0","0","--","--","--","--"," ","0.00","1.46","25","1.47","25","13.13",
"068715","T50反1元富75購02","0","0","0","--","--","--","--"," ","0.00","1.12","25","1.13","25","13.13",
"068716","中石化元富75購01","360,000","4","609,600","1.70","1.70","1.68","1.68","-","0.01","1.68","25","1.72","25","15.40",
"068717","光寶科元富75購01","0","0","0","--","--","--","--"," ","0.00","1.10","25","1.11","25","40.60",
"068718","智邦元富75購01","248,000","12","381,980","1.44","1.72","1.44","1.72","+","0.19","1.75","25","1.78","25","111.50",
"068719","南茂元富75購01","0","0","0","--","--","--","--"," ","0.00","0.40","25","0.41","25","26.40",
"068720","百和元富75購02","0","0","0","--","--","--","--"," ","0.00","1.01","25","1.04","25","121.00",
"068721","鴻海中信75購01","131,000","4","33,270","0.26","0.27","0.23","0.23","-","0.02","0.25","10","0.26","30","95.00",
"068722","鴻海中信75購02","171,000","4","22,230","0.13","0.13","0.13","0.13"," ","0.00","0.12","10","0.13","30","95.00",
"068723","可成中信75購02","0","0","0","--","--","--","--"," ","0.00","1.20","10","1.23","30","330.00",
"068724","中租中信75購01","250,000","9","135,500","0.49","0.59","0.49","0.59","+","0.09","0.56","30","0.57","30","87.60",
"068725","儒鴻台新75購01","155,000","5","104,950","0.67","0.69","0.67","0.67","X","0.00","0.62","10","0.63","10","0.00",
"068726","可成台新78購01","0","0","0","--","--","--","--"," ","0.00","0.88","10","0.89","10","0.00",
"068727","華通永豐75購03","18,000","4","5,530","0.28","0.32","0.28","0.32","+","0.07","0.30","10","0.31","10","40.00",
"068728","致茂永豐75購02","10,000","1","4,500","0.45","0.45","0.45","0.45","-","0.09","0.46","10","0.47","10","159.50",
"068729","微星永豐75購01","836,000","20","462,240","0.50","0.64","0.50","0.61","+","0.07","0.61","10","0.62","10","79.90",
"068730","晶電永豐75購05","0","0","0","--","--","--","--"," ","0.00","0.31","10","0.32","10","45.75",
"068731","京鼎永豐75購01","202,000","6","128,220","0.58","0.64","0.58","0.64","+","0.01","0.58","10","0.59","10","207.00",
"068732","TPK永豐75購02","100,000","1","79,000","0.79","0.79","0.79","0.79","-","0.03","0.80","10","0.81","10","83.70",
"068733","中租永豐75購01","150,000","2","73,500","0.49","0.49","0.49","0.49","+","0.05","0.47","10","0.48","10","87.60",
"068734","GIS永豐75購01","447,000","14","172,300","0.38","0.40","0.35","0.40","+","0.01","0.37","10","0.38","10","198.50",
"068735","宏全永豐75購01","0","0","0","--","--","--","--"," ","0.00","1.03","10","1.04","10","56.70",
"068736","滬深2X永昌76購01","34,000","4","21,390","0.60","0.77","0.60","0.77","+","0.23","0.67","32","0.77","8","0.00",
"068737","旺宏永昌76購01","0","0","0","--","--","--","--"," ","0.00","0.92","10","1.02","10","0.00",
"068738","晶電永昌75購01","0","0","0","--","--","--","--"," ","0.00","0.42","10","0.52","10","0.00",
"068739","台郡永昌75購02","714,000","19","376,890","0.48","0.59","0.48","0.55","+","0.07","0.57","13","0.58","13","0.00",
"068740","鴻準國泰75購01","0","0","0","--","--","--","--"," ","0.00","0.50","499","0.51","100","85.00",
"068741","華擎國泰75購01","0","0","0","--","--","--","--"," ","0.00","0.51","500","0.52","150","68.20",
"068742","TPK國泰75購01","230,000","4","192,160","0.83","0.84","0.83","0.84","+","0.03","0.83","499","0.84","290","83.70",
"068743","今國光國泰75購02","828,000","11","629,990","0.72","0.78","0.72","0.78","+","0.03","0.77","499","0.79","130","35.50",
"068744","南亞科玉山76購01","266,000","4","101,120","0.36","0.42","0.36","0.41","+","0.07","0.39","10","0.40","10","0.00",
"068745","臻鼎富邦76購01","200,000","2","76,000","0.37","0.39","0.37","0.39","+","0.02","0.40","10","0.43","10","66.30",
"068746","可成兆豐76購01","73,000","3","64,710","0.85","0.89","0.85","0.89","-","0.04","0.89","10","0.90","10","330.00",
"068747","滬深2X凱基75購02","0","0","0","--","--","--","--"," ","0.00","1.06","30","1.07","30","19.69",
"068748","元石油凱基75購01","20,000","2","35,400","1.75","1.79","1.75","1.79","+","0.06","1.79","30","1.80","35","18.42",
"068749","宏碁凱基75購01","0","0","0","--","--","--","--"," ","0.00","3.32","30","3.42","30","23.85",
"068750","致茂凱基75購02","740,000","36","597,960","0.82","0.86","0.74","0.76","-","0.04","0.75","30","0.76","30","159.50",
"068751","可成凱基75購11","0","0","0","--","--","--","--"," ","0.00","0.61","30","0.62","30","330.00",
"068752","可成凱基75購12","10,000","1","5,500","0.55","0.55","0.55","0.55","-","0.02","0.55","30","0.57","30","330.00",
"068753","中租凱基75購01","1,416,000","29","1,195,390","0.80","0.90","0.78","0.87","+","0.07","0.86","30","0.87","30","87.60",
"068754","儒鴻日盛75購02","378,000","14","306,220","0.82","0.83","0.77","0.81","+","0.04","0.75","499","0.76","100","297.00",
"068755","和大日盛76購01","637,000","19","777,560","1.28","1.28","1.18","1.20","-","0.08","1.23","25","1.24","25","145.50",
"068756","晶電日盛75購03","34,000","1","27,880","0.82","0.82","0.82","0.82","-","0.01","0.81","499","0.82","200","45.75",
"068757","長榮日盛75購01","780,000","27","530,780","0.60","0.89","0.60","0.89","+","0.31","0.94","25","1.19","5","17.95",
"068758","群創日盛75購02","26,000","7","23,360","0.89","0.91","0.89","0.90","+","0.01","0.90","491","0.95","100","12.45",
"068759","和碩日盛75購01","432,000","10","457,420","1.06","1.07","1.04","1.07","+","0.04","1.06","499","1.07","200","72.10",
"068760","上証2X群益75購02","6,000","1","11,460","1.91","1.91","1.91","1.91","+","0.07","2.35","25","2.37","10","51.85",
"068761","鴻海群益75購02","647,000","22","591,190","0.95","0.97","0.84","0.89","-","0.01","0.87","10","0.90","10","95.00",
"068762","晶電群益78購01","0","0","0","--","--","--","--"," ","0.00","0.57","25","0.60","10","45.75",
"068763","奇力新群益75購02","272,000","4","211,020","0.78","0.81","0.76","0.81","+","0.09","0.81","25","0.83","10","101.00",
"068764","可成群益75購04","58,000","3","56,490","0.97","1.03","0.97","0.98","-","0.03","0.98","25","0.99","10","330.00",
"068765","聯德群益75購02","10,000","1","3,200","0.32","0.32","0.32","0.32","X","0.00","0.32","25","0.33","10","140.00",
"068766","中租群益75購01","670,000","19","605,220","0.82","0.96","0.82","0.91","+","0.12","0.90","25","0.91","10","87.60",
